phenotype_id	phenotype_label	upheno_id	upheno_label
HP:0031480	Abnormal mitral valve leaflet morphology	UPHENO:0086985	mitral valve cusp morphology phenotype
HP:0031478	Abnormal mitral valve annulus morphology	UPHENO:0086990	mitral valve anulus morphology phenotype
ZP:0010197	rhombomere 4 morphology, abnormal	UPHENO:0086991	rhombomere 4 morphology phenotype
XPO:0102941	abnormal colon morphology	UPHENO:0086997	colon morphology phenotype
ZP:0013065	rhombomere 3 morphology, abnormal	UPHENO:0087002	rhombomere 3 morphology phenotype
XPO:0102090	abnormal autopod morphology	UPHENO:0087006	autopod region morphology phenotype
XPO:0101674	abnormal hepatic vein morphology	UPHENO:0087019	hepatic vein morphology phenotype
XPO:0102378	abnormal smooth muscle morphology	UPHENO:0087039	smooth muscle tissue morphology phenotype
XPO:0101732	abnormal muscle morphology	UPHENO:0087047	skeletal muscle tissue morphology phenotype
XPO:0101907	abnormal skeletal muscle morphology	UPHENO:0087047	skeletal muscle tissue morphology phenotype
ZP:0005734	muscle morphology, abnormal	UPHENO:0087047	skeletal muscle tissue morphology phenotype
ZP:0006997	skeletal muscle morphology, abnormal	UPHENO:0087047	skeletal muscle tissue morphology phenotype
ZP:0013501	cardiac muscle morphology, abnormal	UPHENO:0087049	cardiac muscle tissue morphology phenotype
HP:0012630	Abnormal trabecular meshwork morphology	UPHENO:0087052	eye trabecular meshwork morphology phenotype
XPO:0101955	abnormal intersomitic artery morphology	UPHENO:0087063	intersomitic artery morphology phenotype
HP:0034977	Abnormal pituitary stalk morphology	UPHENO:0087088	pituitary stalk morphology phenotype
HP:0009121	Abnormal axial skeleton morphology	UPHENO:0087089	axial skeleton plus cranial skeleton morphology phenotype
XPO:0101987	abnormal striatum morphology	UPHENO:0087092	striatum morphology phenotype
HP:0025575	Abnormal superior vena cava morphology	UPHENO:0087095	anterior vena cava morphology phenotype
XPO:0103173	abnormal olfactory nerve morphology	UPHENO:0087097	olfactory nerve morphology phenotype
XPO:0103195	abnormal epicardium morphology	UPHENO:0087103	visceral serous pericardium morphology phenotype
XPO:0102960	abnormal oral epithelium morphology	UPHENO:0087107	oral epithelium morphology phenotype
HP:0025100	Abnormal hippocampus morphology	UPHENO:0087109	hippocampal formation morphology phenotype
XPO:0102340	abnormal laryngeal muscle morphology	UPHENO:0087111	muscle of larynx morphology phenotype
HP:0002763	Abnormal cartilage morphology	UPHENO:0087113	cartilage tissue morphology phenotype
HP:0012331	Abnormal autonomic nervous system morphology	UPHENO:0087121	autonomic nervous system morphology phenotype
HP:0032251	Abnormal immune system morphology	UPHENO:0087123	immune system morphology phenotype
HP:0033837	Abnormal arcuate artery morphology	UPHENO:0087128	kidney arcuate artery morphology phenotype
HP:0011830	Abnormal oral mucosa morphology	UPHENO:0087132	mouth mucosa morphology phenotype
XPO:0102048	abnormal ligament morphology	UPHENO:0087138	ligament morphology phenotype
XPO:0102875	abnormal vertebral artery morphology	UPHENO:0087150	vertebral artery morphology phenotype
XPO:0101851	abnormal basal ganglion morphology	UPHENO:0087151	collection of basal ganglia morphology phenotype
XPO:0102074	abnormal internal carotid artery morphology	UPHENO:0087152	internal carotid artery morphology phenotype
HP:0031251	Abnormal subclavian artery morphology	UPHENO:0087155	subclavian artery morphology phenotype
HP:0012518	Abnormal circle of Willis morphology	UPHENO:0087158	circle of Willis morphology phenotype
ZP:0001106	intrahepatic bile duct morphology, abnormal	UPHENO:0087160	intrahepatic bile duct morphology phenotype
HP:0035013	Abnormal extrahepatic bile duct morphology	UPHENO:0087162	extrahepatic bile duct morphology phenotype
HP:0031934	Abnormal descending aorta morphology	UPHENO:0087168	descending aorta morphology phenotype
XPO:0101688	abnormal olfactory epithelium morphology	UPHENO:0087170	olfactory epithelium morphology phenotype
XPO:0103012	abnormal fibrocartilage morphology	UPHENO:0087176	fibrocartilage morphology phenotype
HP:0012303	Abnormal aortic arch morphology	UPHENO:0087178	arch of aorta morphology phenotype
ZP:0017300	superior cervical ganglion morphology, abnormal	UPHENO:0087181	superior cervical ganglion morphology phenotype
XPO:0102424	abnormal capillary morphology	UPHENO:0087183	capillary morphology phenotype
HP:0033353	Abnormal blood vessel morphology	UPHENO:0087186	blood vessel morphology phenotype
XPO:0101686	abnormal blood vessel morphology	UPHENO:0087186	blood vessel morphology phenotype
ZP:0007843	blood vasculature morphology, abnormal	UPHENO:0087186	blood vessel morphology phenotype
ZP:0012425	blood vessel morphology, abnormal	UPHENO:0087186	blood vessel morphology phenotype
XPO:0103090	abnormal vestibulocochlear ganglion morphology	UPHENO:0087188	vestibulocochlear ganglion morphology phenotype
XPO:0141308	abnormal esophageal epithelium morphology	UPHENO:0087190	epithelium of esophagus morphology phenotype
HP:0033679	Abnormal red nucleus morphology	UPHENO:0087215	red nucleus morphology phenotype
ZP:0002770	tegmentum morphology, abnormal	UPHENO:0087217	midbrain tegmentum morphology phenotype
XPO:0102395	abnormal pretectum morphology	UPHENO:0087218	pretectal region morphology phenotype
XPO:0102309	abnormal neural fold morphology	UPHENO:0087228	neural fold morphology phenotype
WBPhenotype:0000695	vulva morphology variant	UPHENO:0087238	external female genitalia morphology phenotype
XPO:0102700	abnormal pineal gland morphology	UPHENO:0087261	pineal body morphology phenotype
XPO:0102620	abnormal habenula morphology	UPHENO:0087262	habenula morphology phenotype
HP:0025737	Abnormal subthalamic nucleus morphology	UPHENO:0087265	subthalamic nucleus morphology phenotype
XPO:0101789	abnormal optic tract morphology	UPHENO:0087266	optic tract morphology phenotype
XPO:0102683	abnormal intersomitic vein morphology	UPHENO:0087273	intersomitic vein morphology phenotype
ZP:0012926	intersegmental vein morphology, abnormal	UPHENO:0087273	intersomitic vein morphology phenotype
ZP:0010377	rhombomere 1 morphology, abnormal	UPHENO:0087275	rhombomere 1 morphology phenotype
HP:0033723	Abnormal cerebral venous sinus morphology	UPHENO:0087277	venous dural sinus morphology phenotype
ZP:0105672	snout morphology, abnormal	UPHENO:0087278	snout morphology phenotype
XPO:0102121	abnormal vitelline vein morphology	UPHENO:0087286	vitelline vein morphology phenotype
XPO:0102425	abnormal omphalomesenteric vein morphology	UPHENO:0087286	vitelline vein morphology phenotype
XPO:0101816	abnormal tooth morphology	UPHENO:0087300	calcareous tooth morphology phenotype
HP:0011063	Abnormal incisor morphology	UPHENO:0087305	incisor tooth morphology phenotype
ZP:0013490	ventricular endocardium morphology, abnormal	UPHENO:0087310	endocardium of ventricle morphology phenotype
HP:0001547	Abnormal rib cage morphology	UPHENO:0087317	thoracic rib cage morphology phenotype
HP:0025348	Abnormal corneal limbus morphology	UPHENO:0087318	corneo-scleral junction morphology phenotype
HP:0025576	Abnormal inferior vena cava morphology	UPHENO:0087319	inferior vena cava morphology phenotype
XPO:0102786	abnormal external carotid artery morphology	UPHENO:0087321	external carotid artery morphology phenotype
HP:0030277	Abnormal vertebral pedicle morphology	UPHENO:0087329	pedicle of vertebra morphology phenotype
XPO:0102482	abnormal auditory tube morphology	UPHENO:0087331	pharyngotympanic tube morphology phenotype
HP:0011004	Abnormal systemic arterial morphology	UPHENO:0087334	systemic artery morphology phenotype
XPO:0102825	abnormal bile duct morphology	UPHENO:0087335	bile duct morphology phenotype
ZP:0003485	blood morphology, abnormal	UPHENO:0087339	hematopoietic system morphology phenotype
XPO:0103138	abnormal upper jaw morphology	UPHENO:0087341	maxilla morphology phenotype
XPO:0101814	abnormal hindlimb bud morphology	UPHENO:0087344	hindlimb bud morphology phenotype
XPO:0103103	abnormal rectum morphology	UPHENO:0087346	rectum morphology phenotype
XPO:0102821	abnormal forelimb bud morphology	UPHENO:0087347	forelimb bud morphology phenotype
XPO:0102302	abnormal forelimb zeugopod morphology	UPHENO:0087349	forelimb zeugopod morphology phenotype
XPO:0107370	abnormal otic capsule morphology	UPHENO:0087352	bony otic capsule morphology phenotype
XPO:0103116	abnormal bone marrow morphology	UPHENO:0087355	bone marrow morphology phenotype
XPO:0101788	abnormal foregut morphology	UPHENO:0087359	foregut morphology phenotype
ZP:0000168	neural tube morphology, abnormal	UPHENO:0087363	neural tube morphology phenotype
HP:3000038	Abnormal cricoid cartilage morphology	UPHENO:0087365	cricoid cartilage morphology phenotype
XPO:0102367	abnormal hindgut morphology	UPHENO:0087367	hindgut morphology phenotype
XPO:0102155	abnormal midgut morphology	UPHENO:0087370	midgut morphology phenotype
XPO:0102966	abnormal olfactory pit morphology	UPHENO:0087373	olfactory pit morphology phenotype
ZP:0001949	olfactory pit morphology, abnormal	UPHENO:0087373	olfactory pit morphology phenotype
HP:0005107	Abnormal sacrum morphology	UPHENO:0087374	fused sacrum morphology phenotype
HP:0100737	Abnormal hard palate morphology	UPHENO:0087377	hard palate morphology phenotype
HP:0011732	Abnormal adrenal morphology	UPHENO:0087384	adrenal gland morphology phenotype
XPO:0102722	abnormal adrenal gland morphology	UPHENO:0087384	adrenal gland morphology phenotype
XPO:0102274	abnormal gustatory system morphology	UPHENO:0087389	gustatory system morphology phenotype
HP:0031784	Abnormal ascending aorta morphology	UPHENO:0087425	ascending aorta morphology phenotype
HP:0012872	Abnormal vas deferens morphology	UPHENO:0087442	vas deferens morphology phenotype
HP:0011070	Abnormal molar morphology	UPHENO:0087452	molar tooth morphology phenotype
HP:0100766	Abnormal lymphatic vessel morphology	UPHENO:0087454	lymphatic vessel morphology phenotype
HP:0033836	Abnormal intrarenal artery morphology	UPHENO:0087464	kidney arterial blood vessel morphology phenotype
ZP:0013472	atrial myocardium morphology, abnormal	UPHENO:0087471	myocardium of atrium morphology phenotype
XPO:0103072	abnormal tarsus morphology	UPHENO:0087479	tarsal bone morphology phenotype
XPO:0102086	abnormal lung bud morphology	UPHENO:0087480	lung bud morphology phenotype
HP:0002991	Abnormal fibula morphology	UPHENO:0087482	fibula morphology phenotype
ZP:0011268	epiphysis morphology, abnormal	UPHENO:0087487	epiphysis morphology phenotype
HP:0003103	Abnormal cortical bone morphology	UPHENO:0087488	compact bone tissue morphology phenotype
XPO:0102295	abnormal enteric neuron morphology	UPHENO:0087500	enteric nerve morphology phenotype
HP:0012286	Abnormal hypothalamus morphology	UPHENO:0087512	hypothalamus morphology phenotype
ZP:0002765	diencephalon morphology, abnormal	UPHENO:0087516	diencephalon morphology phenotype
XPO:0102361	abnormal thalamus morphology	UPHENO:0087517	dorsal plus ventral thalamus morphology phenotype
HP:0100547	Abnormal forebrain morphology	UPHENO:0087518	forebrain morphology phenotype
XPO:0101838	abnormal nucleus accumbens morphology	UPHENO:0087524	nucleus accumbens morphology phenotype
HP:0033668	Abnormal amygdala morphology	UPHENO:0087528	amygdala morphology phenotype
XPO:0103140	abnormal endolymphatic duct morphology	UPHENO:0087535	endolymphatic duct morphology phenotype
ZP:0015511	saccule morphology, abnormal	UPHENO:0087536	saccule of membranous labyrinth morphology phenotype
XPO:0102933	abnormal utricle morphology	UPHENO:0087538	utricle of membranous labyrinth morphology phenotype
ZP:0001246	inner ear morphology, abnormal	UPHENO:0087541	internal ear morphology phenotype
HP:6000190	Abnormal seminal vesicle morphology	UPHENO:0087542	seminal vesicle morphology phenotype
XPO:0101668	abnormal ovary morphology	UPHENO:0087546	ovary morphology phenotype
HP:0012243	Abnormal reproductive system morphology	UPHENO:0087547	reproductive system morphology phenotype
WBPhenotype:0000605	reproductive system morphology variant	UPHENO:0087547	reproductive system morphology phenotype
XPO:0101752	abnormal genital system morphology	UPHENO:0087547	reproductive system morphology phenotype
HP:0000159	Abnormal lip morphology	UPHENO:0087551	lip morphology phenotype
HP:0002823	Abnormal femur morphology	UPHENO:0087558	femur morphology phenotype
HP:0002992	Abnormal tibia morphology	UPHENO:0087561	tibia morphology phenotype
HP:0025668	Abnormal neck morphology	UPHENO:0087563	neck morphology phenotype
HP:0032226	Abnormal sebaceous gland morphology	UPHENO:0087564	sebaceous gland morphology phenotype
HP:0011482	Abnormal lacrimal gland morphology	UPHENO:0087575	lacrimal gland morphology phenotype
XPO:0102657	abnormal conjunctiva morphology	UPHENO:0087576	conjunctiva morphology phenotype
XPO:0103048	abnormal cornea morphology	UPHENO:0087577	cornea morphology phenotype
HP:0005345	Abnormal vena cava morphology	UPHENO:0087587	vena cava morphology phenotype
ZP:0103903	lens capsule morphology, abnormal	UPHENO:0087591	capsule of lens morphology phenotype
XPO:0101823	abnormal lens epithelium morphology	UPHENO:0087592	epithelium of lens morphology phenotype
HP:0004329	Abnormal posterior eye segment morphology	UPHENO:0087596	posterior segment of eyeball morphology phenotype
HP:0004328	Abnormal anterior eye segment morphology	UPHENO:0087597	anterior segment of eyeball morphology phenotype
XPO:0103142	abnormal optic nerve morphology	UPHENO:0087614	cranial nerve II morphology phenotype
XPO:0102538	abnormal lateral nasal prominence morphology	UPHENO:0087621	lateral nasal prominence morphology phenotype
XPO:0103101	abnormal medial nasal prominence morphology	UPHENO:0087631	medial nasal prominence morphology phenotype
XPO:0102696	abnormal accessory olfactory bulb morphology	UPHENO:0087632	accessory olfactory bulb morphology phenotype
XPO:0102826	abnormal anterior commissure morphology	UPHENO:0087634	anterior commissure morphology phenotype
XPO:0102898	abnormal posterior commissure morphology	UPHENO:0087635	posterior commissure morphology phenotype
WBPhenotype:0001046	pharyngeal muscle morphology variant	UPHENO:0087637	chordate pharyngeal muscle morphology phenotype
XPO:0101979	abnormal anterior neural fold morphology	UPHENO:0087647	cephalic neural fold morphology phenotype
XPO:0101800	abnormal ectoderm morphology	UPHENO:0087661	ectoderm morphology phenotype
XPO:0101704	abnormal endoderm morphology	UPHENO:0087662	endoderm morphology phenotype
XPO:0101737	abnormal mesoderm morphology	UPHENO:0087663	mesoderm morphology phenotype
XPO:0101834	abnormal embryo morphology	UPHENO:0087665	embryo morphology phenotype
XPO:0103188	abnormal post-anal gut morphology	UPHENO:0087670	tailgut morphology phenotype
XPO:0103144	abnormal lateral funiculus morphology	UPHENO:0087671	spinal cord lateral column morphology phenotype
XPO:0103058	abnormal dorsal funiculus morphology	UPHENO:0087674	spinal cord dorsal column morphology phenotype
XPO:0102438	abnormal osteoid morphology	UPHENO:0087685	osteoid morphology phenotype
ZP:0003153	somite border morphology, abnormal	UPHENO:0087691	somite border morphology phenotype
XPO:0141290	abnormal buccopharyngeal membrane morphology	UPHENO:0087693	buccopharyngeal membrane morphology phenotype
ZP:0022632	ectomesenchyme morphology, abnormal	UPHENO:0087697	head ectomesenchyme morphology phenotype
HP:0031538	Abnormal dermoepidermal junction morphology	UPHENO:0087698	epidermal-dermal junction morphology phenotype
XPO:0102380	abnormal rhombic lip morphology	UPHENO:0087708	rhombic lip morphology phenotype
HP:0025057	Abnormal olfactory lobe morphology	UPHENO:0087712	olfactory lobe morphology phenotype
