?baseClass	?baseLabel	?equivalentClass	?equivalentLabel
<http://purl.obolibrary.org/obo/HP_0002927>	"Histidinuria"	<http://purl.obolibrary.org/obo/MP_0011654>	"increased urine histidine level"
<http://purl.obolibrary.org/obo/HP_0002789>	"Tachypnea"	<http://purl.obolibrary.org/obo/MP_0005426>	"tachypnea"
<http://purl.obolibrary.org/obo/HP_0011733>	"Abnormality of adrenal physiology"	<http://purl.obolibrary.org/obo/MP_0002909>	"abnormal adrenal gland physiology"
<http://purl.obolibrary.org/obo/HP_0002766>	"Relatively short spine"	<http://purl.obolibrary.org/obo/MP_0004704>	"short vertebral column"
<http://purl.obolibrary.org/obo/HP_0100706>	"Abnormality of the oligodendroglia"	<http://purl.obolibrary.org/obo/MP_0000953>	"abnormal oligodendrocyte morphology"
<http://purl.obolibrary.org/obo/HP_0002457>	"Abnormal head movements"	<http://purl.obolibrary.org/obo/MP_0000436>	"abnormal head movements"
<http://purl.obolibrary.org/obo/HP_0012443>	"Abnormality of brain morphology"	<http://purl.obolibrary.org/obo/MP_0002152>	"abnormal brain morphology"
<http://purl.obolibrary.org/obo/HP_0000256>	"Macrocephaly"	<http://purl.obolibrary.org/obo/HP_0040194>	"Increased head circumference"
<http://purl.obolibrary.org/obo/MP_0010373>	"myeloid hyperplasia"	<http://purl.obolibrary.org/obo/MP_0013663>	"increased myeloid cell number"
<http://purl.obolibrary.org/obo/HP_0006548>	"Pulmonary arteriovenous malformation"	<http://purl.obolibrary.org/obo/MP_0010480>	"pulmonary arteriovenous malformation"
<http://purl.obolibrary.org/obo/HP_0004952>	"Pulmonary arteriovenous fistulas"	<http://purl.obolibrary.org/obo/MP_0010480>	"pulmonary arteriovenous malformation"
<http://purl.obolibrary.org/obo/MP_0000457>	"maxilla hypoplasia"	<http://purl.obolibrary.org/obo/MP_0004540>	"small maxilla"
<http://purl.obolibrary.org/obo/HP_0000327>	"Hypoplasia of the maxilla"	<http://purl.obolibrary.org/obo/MP_0004540>	"small maxilla"
<http://purl.obolibrary.org/obo/HP_0000092>	"Tubular atrophy"	<http://purl.obolibrary.org/obo/MP_0011346>	"renal tubule atrophy"
<http://purl.obolibrary.org/obo/HP_0000980>	"Pallor"	<http://purl.obolibrary.org/obo/MP_0003717>	"pallor"
<http://purl.obolibrary.org/obo/HP_0002150>	"Hypercalciuria"	<http://purl.obolibrary.org/obo/MP_0005441>	"increased urine calcium level"
<http://purl.obolibrary.org/obo/HP_0012524>	"Abnormal platelet shape"	<http://purl.obolibrary.org/obo/MP_0003405>	"abnormal platelet shape"
<http://purl.obolibrary.org/obo/HP_0011063>	"Abnormality of incisor morphology"	<http://purl.obolibrary.org/obo/MP_0005358>	"abnormal incisor morphology"
<http://purl.obolibrary.org/obo/HP_0003560>	"Muscular dystrophy"	<http://purl.obolibrary.org/obo/MP_0000752>	"dystrophic muscle"
<http://purl.obolibrary.org/obo/HP_0002751>	"Kyphoscoliosis"	<http://purl.obolibrary.org/obo/MP_0000069>	"kyphoscoliosis"
<http://purl.obolibrary.org/obo/HP_0000108>	"Renal corticomedullary cysts"	<http://purl.obolibrary.org/obo/MP_0011308>	"kidney corticomedullary cysts"
<http://purl.obolibrary.org/obo/HP_0001085>	"Papilledema"	<http://purl.obolibrary.org/obo/MP_0006223>	"optic nerve swelling"
<http://purl.obolibrary.org/obo/HP_0000538>	"Pseudopapilledema"	<http://purl.obolibrary.org/obo/MP_0006223>	"optic nerve swelling"
<http://purl.obolibrary.org/obo/HP_0011565>	"Common atrium"	<http://purl.obolibrary.org/obo/MP_0010406>	"common atrium"
<http://purl.obolibrary.org/obo/HP_0011641>	"Coronary artery fistula"	<http://purl.obolibrary.org/obo/MP_0010476>	"coronary fistula"
<http://purl.obolibrary.org/obo/HP_0000470>	"Short neck"	<http://purl.obolibrary.org/obo/MP_0012721>	"short neck"
<http://purl.obolibrary.org/obo/HP_0011581>	"Double outlet left ventricle"	<http://purl.obolibrary.org/obo/MP_0010427>	"double outlet left ventricle"
<http://purl.obolibrary.org/obo/HP_0001045>	"Vitiligo"	<http://purl.obolibrary.org/obo/MP_0010016>	"variable depigmentation"
<http://purl.obolibrary.org/obo/HP_0000105>	"Enlarged kidneys"	<http://purl.obolibrary.org/obo/MP_0003068>	"enlarged kidney"
<http://purl.obolibrary.org/obo/HP_0009702>	"Carpal synostosis"	<http://purl.obolibrary.org/obo/MP_0008915>	"fused carpal bones"
<http://purl.obolibrary.org/obo/HP_0005048>	"Synostosis of carpal bones"	<http://purl.obolibrary.org/obo/MP_0008915>	"fused carpal bones"
<http://purl.obolibrary.org/obo/HP_0011992>	"Abnormality of neutrophil morphology"	<http://purl.obolibrary.org/obo/MP_0005065>	"abnormal neutrophil morphology"
<http://purl.obolibrary.org/obo/HP_0001678>	"Atrioventricular block"	<http://purl.obolibrary.org/obo/MP_0010519>	"atrioventricular block"
<http://purl.obolibrary.org/obo/HP_0005736>	"Short tibia"	<http://purl.obolibrary.org/obo/HP_0006436>	"Shortening of the tibia"
<http://purl.obolibrary.org/obo/HP_0008208>	"Parathyroid hyperplasia"	<http://purl.obolibrary.org/obo/MP_0003493>	"parathyroid gland hyperplasia"
<http://purl.obolibrary.org/obo/HP_0000870>	"Prolactin excess"	<http://purl.obolibrary.org/obo/MP_0005139>	"increased prolactin level"
<http://purl.obolibrary.org/obo/HP_0003251>	"Male infertility"	<http://purl.obolibrary.org/obo/MP_0001925>	"male infertility"
<http://purl.obolibrary.org/obo/HP_0011854>	"Hemoperitoneum"	<http://purl.obolibrary.org/obo/MP_0005435>	"hemoperitoneum"
<http://purl.obolibrary.org/obo/HP_0000752>	"Hyperactivity"	<http://purl.obolibrary.org/obo/MP_0001399>	"hyperactivity"
<http://purl.obolibrary.org/obo/HP_0000405>	"Conductive hearing impairment"	<http://purl.obolibrary.org/obo/MP_0004739>	"conductive hearing loss"
<http://purl.obolibrary.org/obo/HP_0011577>	"Partial atrioventricular canal defect"	<http://purl.obolibrary.org/obo/MP_0010414>	"partial atrioventricular septal defect"
<http://purl.obolibrary.org/obo/HP_0006695>	"Atrioventricular canal defect"	<http://purl.obolibrary.org/obo/MP_0010414>	"partial atrioventricular septal defect"
<http://purl.obolibrary.org/obo/MP_0010412>	"atrioventricular septal defect"	<http://purl.obolibrary.org/obo/MP_0010414>	"partial atrioventricular septal defect"
<http://purl.obolibrary.org/obo/MP_0000151>	"absent ribs"	<http://purl.obolibrary.org/obo/MP_0003345>	"decreased rib number"
<http://purl.obolibrary.org/obo/HP_0000921>	"Missing ribs"	<http://purl.obolibrary.org/obo/MP_0003345>	"decreased rib number"
<http://purl.obolibrary.org/obo/HP_0001903>	"Anemia"	<http://purl.obolibrary.org/obo/MP_0001577>	"anemia"
<http://purl.obolibrary.org/obo/HP_0009815>	"Aplasia/hypoplasia of the extremities"	<http://purl.obolibrary.org/obo/HP_0045060>	"Aplasia/hypoplasia involving bones of the extremities"
<http://purl.obolibrary.org/obo/HP_0002949>	"Fused cervical vertebrae"	<http://purl.obolibrary.org/obo/MP_0004620>	"cervical vertebral fusion"
<http://purl.obolibrary.org/obo/HP_0001196>	"Short umbilical cord"	<http://purl.obolibrary.org/obo/MP_0012304>	"short umbilical cord"
<http://purl.obolibrary.org/obo/HP_0000235>	"Abnormality of the fontanelles or cranial sutures"	<http://purl.obolibrary.org/obo/HP_0011329>	"Abnormality of cranial sutures"
<http://purl.obolibrary.org/obo/HP_0003429>	"CNS hypomyelination"	<http://purl.obolibrary.org/obo/MP_0013438>	"dysmyelination"
<http://purl.obolibrary.org/obo/HP_0012285>	"Abnormal hypothalamus physiology"	<http://purl.obolibrary.org/obo/MP_0005645>	"abnormal hypothalamus physiology"
<http://purl.obolibrary.org/obo/HP_0001036>	"Parakeratosis"	<http://purl.obolibrary.org/obo/MP_0003427>	"parakeratosis"
<http://purl.obolibrary.org/obo/HP_0004727>	"Impaired renal concentrating ability"	<http://purl.obolibrary.org/obo/MP_0013305>	"isosthenuria"
<http://purl.obolibrary.org/obo/HP_0040176>	"Abnormal level of phospholipids"	<http://purl.obolibrary.org/obo/MP_0004777>	"abnormal phospholipid level"
<http://purl.obolibrary.org/obo/HP_0000667>	"Phthisis bulbi"	<http://purl.obolibrary.org/obo/MP_0006249>	"phthisis bulbi"
<http://purl.obolibrary.org/obo/HP_0009720>	"Adenoma sebaceum"	<http://purl.obolibrary.org/obo/MP_0013383>	"increased sebaceous gland adenoma incidence"
<http://purl.obolibrary.org/obo/HP_0004935>	"Pulmonary artery atresia"	<http://purl.obolibrary.org/obo/HP_0004960>	"Absent pulmonary artery"
<http://purl.obolibrary.org/obo/HP_0100532>	"Scleritis"	<http://purl.obolibrary.org/obo/MP_0013479>	"scleritis"
<http://purl.obolibrary.org/obo/HP_0012197>	"Insulinoma"	<http://purl.obolibrary.org/obo/MP_0003364>	"increased insulinoma incidence"
<http://purl.obolibrary.org/obo/HP_0008707>	"Absent scrotum"	<http://purl.obolibrary.org/obo/MP_0002670>	"absent scrotum"
<http://purl.obolibrary.org/obo/HP_0001166>	"Arachnodactyly"	<http://purl.obolibrary.org/obo/HP_0100807>	"Long fingers"
<http://purl.obolibrary.org/obo/HP_0045056>	"Abnormal levels of alpha-fetoprotein"	<http://purl.obolibrary.org/obo/MP_0012600>	"abnormal alpha-fetoprotein level"
<http://purl.obolibrary.org/obo/HP_0011001>	"Increased bone mineral density"	<http://purl.obolibrary.org/obo/MP_0000062>	"increased bone mineral density"
<http://purl.obolibrary.org/obo/MP_0002459>	"abnormal B cell physiology"	<http://purl.obolibrary.org/obo/MP_0004939>	"abnormal B cell morphology"
<http://purl.obolibrary.org/obo/HP_0005372>	"Abnormality of B cell physiology"	<http://purl.obolibrary.org/obo/MP_0004939>	"abnormal B cell morphology"
<http://purl.obolibrary.org/obo/HP_0002846>	"Abnormality of B cells"	<http://purl.obolibrary.org/obo/MP_0004939>	"abnormal B cell morphology"
<http://purl.obolibrary.org/obo/MP_0002144>	"abnormal B cell differentiation"	<http://purl.obolibrary.org/obo/MP_0004939>	"abnormal B cell morphology"
<http://purl.obolibrary.org/obo/HP_0005103>	"Calcification of the auricular cartilage"	<http://purl.obolibrary.org/obo/MP_0003737>	"ossification of pinnae"
<http://purl.obolibrary.org/obo/HP_0011839>	"Abnormality of T cell number"	<http://purl.obolibrary.org/obo/MP_0006387>	"abnormal T cell number"
<http://purl.obolibrary.org/obo/HP_0001310>	"Dysmetria"	<http://purl.obolibrary.org/obo/MP_0003314>	"dysmetria"
<http://purl.obolibrary.org/obo/HP_0100679>	"Lack of skin elasticity"	<http://purl.obolibrary.org/obo/MP_0001198>	"tight skin"
<http://purl.obolibrary.org/obo/HP_0012615>	"Cylindruria"	<http://purl.obolibrary.org/obo/MP_0011421>	"cylindruria"
<http://purl.obolibrary.org/obo/HP_0005403>	"T lymphocytopenia"	<http://purl.obolibrary.org/obo/MP_0005018>	"decreased T cell number"
<http://purl.obolibrary.org/obo/HP_0000024>	"Prostatitis"	<http://purl.obolibrary.org/obo/MP_0003608>	"prostate gland inflammation"
<http://purl.obolibrary.org/obo/HP_0004840>	"Hypochromic microcytic anemia"	<http://purl.obolibrary.org/obo/MP_0008388>	"hypochromic microcytic anemia"
<http://purl.obolibrary.org/obo/HP_0002953>	"Vertebral compression fractures"	<http://purl.obolibrary.org/obo/MP_0004626>	"vertebral compression"
<http://purl.obolibrary.org/obo/HP_0003396>	"Syringomyelia"	<http://purl.obolibrary.org/obo/MP_0012545>	"syringomyelia"
<http://purl.obolibrary.org/obo/HP_0100852>	"Abnormal fear/anxiety-related behavior"	<http://purl.obolibrary.org/obo/MP_0002065>	"abnormal fear/anxiety-related behavior"
<http://purl.obolibrary.org/obo/HP_0001882>	"Leukopenia"	<http://purl.obolibrary.org/obo/MP_0000221>	"decreased leukocyte cell number"
<http://purl.obolibrary.org/obo/HP_0000413>	"Atresia of the external auditory canal"	<http://purl.obolibrary.org/obo/MP_0009707>	"absent external auditory canal"
<http://purl.obolibrary.org/obo/HP_0010280>	"Stomatitis"	<http://purl.obolibrary.org/obo/MP_0003746>	"stomatitis"
<http://purl.obolibrary.org/obo/HP_0003119>	"Abnormality of lipid metabolism"	<http://purl.obolibrary.org/obo/MP_0003949>	"abnormal circulating lipid level"
<http://purl.obolibrary.org/obo/HP_0000073>	"Ureteral duplication"	<http://purl.obolibrary.org/obo/MP_0011493>	"double ureter"
<http://purl.obolibrary.org/obo/HP_0012572>	"Ureter duplex"	<http://purl.obolibrary.org/obo/MP_0011493>	"double ureter"
<http://purl.obolibrary.org/obo/HP_0000081>	"Duplicated collecting system"	<http://purl.obolibrary.org/obo/MP_0011493>	"double ureter"
<http://purl.obolibrary.org/obo/HP_0030301>	"Abnormality of the anterior commissure"	<http://purl.obolibrary.org/obo/MP_0008225>	"abnormal anterior commissure morphology"
<http://purl.obolibrary.org/obo/HP_0001440>	"Metatarsal synostosis"	<http://purl.obolibrary.org/obo/MP_0004642>	"fused metatarsal bones"
<http://purl.obolibrary.org/obo/HP_0012416>	"Hypercapnia"	<http://purl.obolibrary.org/obo/MP_0002318>	"hypercapnia"
<http://purl.obolibrary.org/obo/HP_0100763>	"Abnormality of the lymphatic system"	<http://purl.obolibrary.org/obo/HP_0100766>	"Abnormality of the lymphatic vessels"
<http://purl.obolibrary.org/obo/HP_0003758>	"Reduced subcutaneous adipose tissue"	<http://purl.obolibrary.org/obo/MP_0008844>	"decreased subcutaneous adipose tissue amount"
<http://purl.obolibrary.org/obo/HP_0001002>	"Decreased subcutaneous fat"	<http://purl.obolibrary.org/obo/MP_0008844>	"decreased subcutaneous adipose tissue amount"
<http://purl.obolibrary.org/obo/HP_0030431>	"Osteochondroma"	<http://purl.obolibrary.org/obo/MP_0010079>	"increased osteochondroma incidence"
<http://purl.obolibrary.org/obo/HP_0000085>	"Horseshoe kidney"	<http://purl.obolibrary.org/obo/MP_0003605>	"fused kidneys"
<http://purl.obolibrary.org/obo/HP_0100495>	"Mastocytosis"	<http://purl.obolibrary.org/obo/MP_0000324>	"increased mast cell number"
<http://purl.obolibrary.org/obo/HP_0000883>	"Thin ribs"	<http://purl.obolibrary.org/obo/MP_0004674>	"thin ribs"
<http://purl.obolibrary.org/obo/HP_0010696>	"Polar cataract"	<http://purl.obolibrary.org/obo/MP_0010258>	"polar cataracts"
<http://purl.obolibrary.org/obo/MP_0004157>	"interrupted aortic arch"	<http://purl.obolibrary.org/obo/MP_0011676>	"aortic arch obstruction"
<http://purl.obolibrary.org/obo/HP_0011611>	"Interrupted aortic arch"	<http://purl.obolibrary.org/obo/MP_0011676>	"aortic arch obstruction"
<http://purl.obolibrary.org/obo/HP_0002249>	"Melena"	<http://purl.obolibrary.org/obo/MP_0003292>	"melena"
<http://purl.obolibrary.org/obo/HP_0001126>	"Cryptophthalmos"	<http://purl.obolibrary.org/obo/MP_0005242>	"cryptophthalmos"
<http://purl.obolibrary.org/obo/HP_0011487>	"Increased corneal thickness"	<http://purl.obolibrary.org/obo/MP_0011962>	"increased cornea thickness"
<http://purl.obolibrary.org/obo/HP_0000495>	"Recurrent corneal erosions"	<http://purl.obolibrary.org/obo/HP_0012804>	"Corneal ulceration"
<http://purl.obolibrary.org/obo/HP_0000588>	"Optic nerve coloboma"	<http://purl.obolibrary.org/obo/MP_0010717>	"optic nerve coloboma"
<http://purl.obolibrary.org/obo/HP_0005453>	"Absent/hypoplastic paranasal sinuses"	<http://purl.obolibrary.org/obo/HP_0009120>	"Aplasia/Hypoplasia involving the sinuses"
<http://purl.obolibrary.org/obo/HP_0000787>	"Nephrolithiasis"	<http://purl.obolibrary.org/obo/MP_0002708>	"nephrolithiasis"
<http://purl.obolibrary.org/obo/HP_0002492>	"Abnormality of the corticospinal tract"	<http://purl.obolibrary.org/obo/MP_0002878>	"abnormal corticospinal tract morphology"
<http://purl.obolibrary.org/obo/HP_0002062>	"Morphological abnormality of the pyramidal tract"	<http://purl.obolibrary.org/obo/MP_0002878>	"abnormal corticospinal tract morphology"
<http://purl.obolibrary.org/obo/HP_0002062>	"Morphological abnormality of the pyramidal tract"	<http://purl.obolibrary.org/obo/HP_0002492>	"Abnormality of the corticospinal tract"
<http://purl.obolibrary.org/obo/HP_0002716>	"Lymphadenopathy"	<http://purl.obolibrary.org/obo/MP_0000702>	"enlarged lymph nodes"
<http://purl.obolibrary.org/obo/HP_0011819>	"Submucous cleft soft palate"	<http://purl.obolibrary.org/obo/MP_0013547>	"submucous cleft soft palate"
<http://purl.obolibrary.org/obo/HP_0010743>	"Short metatarsal"	<http://purl.obolibrary.org/obo/MP_0004635>	"short metatarsal bones"
<http://purl.obolibrary.org/obo/HP_0001649>	"Tachycardia"	<http://purl.obolibrary.org/obo/MP_0002626>	"increased heart rate"
<http://purl.obolibrary.org/obo/HP_0045005>	"Neural tube defect"	<http://purl.obolibrary.org/obo/MP_0003054>	"spina bifida"
<http://purl.obolibrary.org/obo/HP_0002414>	"Spina bifida"	<http://purl.obolibrary.org/obo/MP_0003054>	"spina bifida"
<http://purl.obolibrary.org/obo/HP_0010301>	"Spinal dysraphism"	<http://purl.obolibrary.org/obo/MP_0003054>	"spina bifida"
<http://purl.obolibrary.org/obo/MP_0002151>	"abnormal neural tube morphology"	<http://purl.obolibrary.org/obo/MP_0003054>	"spina bifida"
<http://purl.obolibrary.org/obo/MP_0000929>	"open neural tube"	<http://purl.obolibrary.org/obo/MP_0003054>	"spina bifida"
<http://purl.obolibrary.org/obo/HP_0002624>	"Venous abnormality"	<http://purl.obolibrary.org/obo/MP_0002725>	"abnormal vein morphology"
<http://purl.obolibrary.org/obo/HP_0009591>	"Abnormality of the vestibulocochlear nerve"	<http://purl.obolibrary.org/obo/MP_0001072>	"abnormal vestibulocochlear nerve morphology"
<http://purl.obolibrary.org/obo/HP_0010758>	"Abnormality of the premaxilla"	<http://purl.obolibrary.org/obo/MP_0002820>	"abnormal premaxilla morphology"
<http://purl.obolibrary.org/obo/HP_0002849>	"Absence of lymph node germinal center"	<http://purl.obolibrary.org/obo/MP_0008523>	"absent lymph node germinal center"
<http://purl.obolibrary.org/obo/HP_0012327>	"Celiac artery compression"	<http://purl.obolibrary.org/obo/MP_0013856>	"celiac artery compression"
<http://purl.obolibrary.org/obo/HP_0001324>	"Muscle weakness"	<http://purl.obolibrary.org/obo/MP_0000747>	"muscle weakness"
<http://purl.obolibrary.org/obo/HP_0003073>	"Hypoalbuminemia"	<http://purl.obolibrary.org/obo/MP_0005419>	"decreased circulating serum albumin level"
<http://purl.obolibrary.org/obo/HP_0030334>	"Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology"	<http://purl.obolibrary.org/obo/MP_0008397>	"abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology"
<http://purl.obolibrary.org/obo/HP_0200098>	"Absent skin pigmentation"	<http://purl.obolibrary.org/obo/MP_0001189>	"absent skin pigmentation"
<http://purl.obolibrary.org/obo/HP_0100256>	"Senile plaques"	<http://purl.obolibrary.org/obo/MP_0003214>	"neurofibrillary tangles"
<http://purl.obolibrary.org/obo/HP_0002185>	"Neurofibrillary tangles"	<http://purl.obolibrary.org/obo/MP_0003214>	"neurofibrillary tangles"
<http://purl.obolibrary.org/obo/HP_0005372>	"Abnormality of B cell physiology"	<http://purl.obolibrary.org/obo/MP_0002459>	"abnormal B cell physiology"
<http://purl.obolibrary.org/obo/HP_0002846>	"Abnormality of B cells"	<http://purl.obolibrary.org/obo/MP_0002459>	"abnormal B cell physiology"
<http://purl.obolibrary.org/obo/MP_0002144>	"abnormal B cell differentiation"	<http://purl.obolibrary.org/obo/MP_0002459>	"abnormal B cell physiology"
<http://purl.obolibrary.org/obo/HP_0005261>	"Joint hemorrhage"	<http://purl.obolibrary.org/obo/MP_0005245>	"hemarthrosis"
<http://purl.obolibrary.org/obo/HP_0000122>	"Unilateral renal agenesis"	<http://purl.obolibrary.org/obo/MP_0003604>	"single kidney"
<http://purl.obolibrary.org/obo/HP_0005165>	"Shortened PR interval"	<http://purl.obolibrary.org/obo/MP_0010511>	"shortened PR interval"
<http://purl.obolibrary.org/obo/HP_0012621>	"Persistent cloaca"	<http://purl.obolibrary.org/obo/MP_0003129>	"persistent cloaca"
